Timestamp,Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
1772819825.0894969,1,-9,-7,-2,-1,-7,-4,4,3,-4,-19,-4,6,-7,-6,-6,-9,-6,1,-4,3,4,3,14,1,2,1,22,16,10,-2,5
1772819825.09145,0,-9,-7,-1,-1,-5,-4,4,3,-4,-20,-6,6,-10,-8,-7,-9,-6,2,-3,4,5,4,14,1,2,1,22,16,11,-2,5
1772819825.093403,-1,-7,-6,-1,0,-3,-4,4,3,-5,-21,-7,5,-12,-10,-8,-9,-5,2,-3,5,5,5,14,1,3,1,23,17,11,-2,6
1772819825.0953562,-2,-6,-6,0,0,-1,-4,4,2,-6,-21,-9,4,-14,-11,-9,-9,-5,3,-2,6,6,5,13,2,3,1,23,18,11,-2,6
1772819825.0973094,-2,-4,-5,1,0,0,-5,3,2,-6,-22,-10,4,-16,-13,-10,-9,-5,3,-1,6,6,5,13,2,3,1,24,19,10,-1,6
1772819825.0992625,-2,-2,-5,1,0,1,-5,3,1,-7,-22,-11,3,-18,-14,-11,-9,-4,3,-1,7,5,5,12,2,3,1,24,20,10,-1,6
1772819825.1012156,-2,0,-5,2,0,2,-5,3,0,-7,-21,-12,3,-19,-14,-11,-9,-4,3,0,7,5,5,12,1,3,1,24,22,9,0,6
1772819825.1031687,-2,2,-4,2,1,2,-4,3,0,-7,-21,-12,3,-19,-14,-11,-8,-4,3,0,7,5,5,11,1,2,1,23,23,8,0,5
1772819825.1051219,-2,3,-4,3,1,2,-4,4,-1,-7,-20,-13,2,-19,-14,-11,-8,-4,3,0,7,4,4,10,1,2,1,23,23,8,0,5
1772819825.107075,-2,4,-3,3,1,2,-4,4,-1,-7,-19,-12,2,-19,-14,-10,-8,-3,3,0,7,4,4,10,0,1,0,22,24,7,0,4
1772819825.109028,-2,5,-3,3,0,2,-4,4,-1,-6,-18,-12,2,-18,-13,-10,-7,-3,3,0,6,3,3,10,0,0,0,21,24,7,-1,3
1772819825.1109812,-1,5,-3,4,0,1,-3,5,-1,-5,-17,-11,2,-17,-12,-9,-7,-3,2,0,6,2,3,10,-1,-1,-1,20,23,8,-1,2
1772819825.1129344,-1,5,-3,4,0,1,-3,5,-1,-4,-15,-10,2,-16,-11,-8,-6,-3,2,0,5,2,2,10,-2,-2,-2,19,22,8,-2,1
1772819825.1148875,-1,4,-2,4,-1,1,-3,5,-1,-4,-14,-8,2,-15,-10,-7,-6,-3,2,-1,5,2,1,10,-2,-3,-3,18,21,9,-3,1
1772819825.1168406,-1,3,-2,4,-1,1,-3,5,-1,-3,-13,-7,2,-13,-9,-6,-6,-3,2,-1,4,2,1,11,-3,-4,-4,17,20,10,-4,0
1772819825.1187937,-1,2,-2,4,-1,1,-4,5,-1,-2,-12,-6,2,-12,-8,-5,-5,-3,2,-1,4,2,1,12,-4,-4,-4,17,18,10,-4,0
1772819825.1207469,-1,0,-2,4,-2,1,-4,5,0,-2,-12,-5,2,-11,-7,-4,-5,-2,1,-2,4,2,1,12,-5,-5,-5,17,16,11,-5,0
1772819825.1227,-1,-2,-2,4,-2,2,-5,4,0,-2,-11,-4,3,-9,-6,-3,-5,-2,1,-2,4,2,1,13,-5,-5,-5,16,14,11,-5,0
1772819825.124653,-1,-4,-2,3,-3,2,-5,3,0,-2,-10,-4,3,-8,-5,-2,-4,-2,1,-2,4,2,1,13,-5,-5,-5,16,12,11,-6,1
1772819825.1266062,-1,-5,-2,2,-3,3,-5,2,0,-2,-10,-3,4,-7,-4,-1,-4,-2,1,-2,4,3,1,14,-6,-5,-5,16,9,11,-6,1
1772819825.1285594,0,-6,-1,1,-3,3,-6,1,0,-3,-9,-3,4,-5,-3,0,-4,-2,1,-2,4,3,1,14,-6,-5,-5,16,7,10,-6,2
1772819825.1305125,0,-6,-1,-1,-3,4,-6,0,0,-3,-9,-3,4,-4,-1,0,-4,-3,1,-2,4,3,1,14,-6,-5,-4,16,4,9,-6,2
1772819825.1324656,1,-5,-1,-2,-3,4,-6,-1,0,-4,-8,-2,5,-3,0,0,-4,-3,1,-1,4,3,1,13,-6,-4,-3,15,3,8,-6,3
1772819825.1344187,2,-4,0,-3,-3,4,-6,-2,0,-4,-8,-2,5,-2,0,1,-4,-4,1,-1,4,3,1,13,-6,-4,-2,15,1,7,-5,3
1772819825.1363719,2,-2,0,-4,-3,4,-5,-3,-1,-5,-7,-3,5,-1,1,1,-4,-5,0,-1,4,3,1,12,-5,-4,-1,15,1,6,-4,4
1772819825.138325,3,0,1,-5,-2,4,-5,-3,-1,-6,-6,-3,4,0,2,1,-5,-6,-1,-2,4,2,0,12,-5,-4,0,14,1,4,-3,4
1772819825.140278,4,3,1,-6,-2,4,-4,-4,-2,-6,-5,-3,4,1,2,0,-6,-7,-2,-2,3,1,0,11,-4,-3,1,14,3,3,-2,3
1772819825.1422312,5,6,1,-7,-1,3,-4,-4,-2,-6,-4,-3,3,2,2,0,-7,-9,-3,-3,3,0,0,10,-4,-3,2,13,5,3,-1,3
1772819825.1441844,5,9,2,-7,-1,3,-3,-5,-3,-6,-3,-3,2,3,3,-1,-8,-10,-4,-4,2,-1,-1,9,-3,-3,3,13,7,2,0,3
1772819825.1461375,5,11,2,-7,0,3,-3,-5,-3,-6,-3,-3,2,4,2,-2,-10,-11,-5,-5,1,-2,-2,8,-3,-3,3,13,10,2,2,3
1772819825.1480906,6,13,2,-7,0,2,-2,-5,-3,-6,-2,-2,1,4,2,-2,-11,-12,-7,-6,0,-3,-2,7,-2,-2,3,13,12,2,2,2
1772819825.1500437,6,15,2,-7,1,3,-1,-4,-3,-5,-1,-2,0,5,2,-3,-11,-13,-8,-7,0,-4,-3,6,-2,-2,3,13,15,2,3,2
1772819825.1519969,6,15,2,-7,1,3,-1,-4,-3,-4,-1,-1,0,5,1,-4,-12,-13,-8,-7,-1,-4,-4,5,-2,-3,3,13,16,2,3,1
1772819825.15395,5,15,2,-7,1,3,0,-3,-3,-3,0,-1,0,5,1,-5,-12,-13,-8,-7,-1,-4,-4,5,-2,-3,2,13,17,2,3,1
1772819825.155903,4,14,1,-6,0,4,1,-3,-2,-2,0,0,0,5,0,-5,-12,-13,-8,-6,-1,-4,-4,5,-2,-4,1,13,17,2,2,1
1772819825.1578562,4,13,0,-6,0,4,2,-2,-1,-1,1,0,0,5,-1,-6,-12,-11,-7,-6,0,-3,-4,6,-2,-4,0,13,16,3,1,1
1772819825.1598094,3,11,-1,-6,-1,5,3,-2,-1,-1,1,0,0,4,-2,-7,-11,-10,-6,-4,0,-3,-4,7,-2,-5,-1,14,15,3,-1,1
1772819825.1617625,2,8,-3,-5,-2,5,3,-1,0,0,0,0,1,2,-3,-8,-10,-9,-5,-3,1,-2,-3,8,-2,-5,-2,14,14,4,-2,1
1772819825.1637156,1,6,-4,-5,-2,5,3,-1,0,0,0,0,1,0,-5,-8,-9,-7,-3,-1,3,0,-2,9,-1,-6,-3,14,12,4,-4,1
1772819825.1656687,0,4,-6,-5,-3,5,3,-1,0,0,-1,-1,1,-3,-6,-9,-8,-6,-1,1,4,1,-1,11,-1,-6,-3,15,11,5,-5,1
1772819825.1676219,-1,3,-7,-4,-4,5,3,-1,0,0,-2,-2,1,-6,-8,-10,-8,-5,1,3,6,2,1,13,0,-5,-2,15,10,6,-5,2
1772819825.169575,-2,3,-8,-4,-4,4,3,-1,-1,-1,-3,-3,1,-9,-10,-11,-7,-4,2,4,7,3,2,14,1,-4,-2,16,10,7,-6,2
1772819825.171528,-2,4,-9,-4,-4,3,2,-1,-1,-2,-4,-5,0,-12,-12,-12,-7,-4,3,5,8,4,4,15,2,-3,0,16,11,7,-5,2
1772819825.1734812,-2,5,-9,-3,-4,2,1,-1,-2,-3,-6,-7,-1,-14,-13,-12,-8,-4,4,6,9,4,6,15,3,-2,1,17,12,8,-5,3
1772819825.1754344,-2,7,-9,-2,-4,0,-1,-1,-3,-4,-7,-8,-1,-16,-15,-13,-8,-4,4,6,9,4,7,15,4,-1,3,17,14,8,-4,3
1772819825.1773875,-2,10,-8,-1,-3,-1,-2,-1,-4,-5,-8,-9,-2,-18,-16,-13,-8,-5,3,6,9,3,7,15,5,0,4,17,16,8,-2,3
1772819825.1793406,-1,13,-7,1,-2,-2,-3,-1,-5,-5,-8,-10,-3,-18,-16,-13,-9,-6,3,5,8,2,7,14,6,1,6,16,17,8,-1,2
1772819825.1812937,-1,17,-6,2,-2,-2,-4,-1,-5,-5,-9,-10,-4,-18,-16,-12,-9,-6,1,4,7,1,6,13,5,1,6,16,18,7,0,2
1772819825.1832469,0,20,-3,5,-1,-3,-5,0,-5,-5,-8,-10,-4,-17,-15,-12,-9,-7,0,3,6,0,5,11,5,1,7,15,19,6,1,1
1772819825.1852,0,23,-1,7,-1,-2,-5,0,-5,-4,-8,-9,-4,-15,-13,-11,-9,-7,-1,2,4,-2,4,10,4,0,6,13,18,4,1,0
1772819825.187153,1,26,1,10,-1,-1,-5,1,-5,-4,-7,-8,-5,-13,-11,-10,-8,-8,-3,1,3,-3,1,9,3,-1,6,12,16,2,1,-1
1772819825.1891062,2,28,3,13,-1,0,-5,1,-5,-3,-5,-7,-5,-10,-9,-8,-8,-7,-4,1,1,-4,-1,8,2,-3,4,11,14,0,0,-2
1772819825.1910594,3,29,5,16,-2,2,-4,1,-5,-1,-4,-5,-5,-8,-7,-7,-7,-7,-5,0,-1,-5,-3,8,1,-5,3,10,10,-2,-1,-3
1772819825.1930125,3,29,7,18,-3,3,-3,1,-4,0,-2,-4,-4,-5,-5,-6,-7,-7,-5,-1,-2,-6,-5,8,0,-7,2,9,7,-4,-2,-4
1772819825.1949656,4,29,8,20,-4,5,-1,0,-4,1,-1,-3,-4,-3,-4,-6,-6,-6,-5,-1,-3,-6,-6,8,-1,-9,1,8,3,-5,-4,-6
1772819825.1969187,5,28,9,21,-5,6,1,0,-4,2,1,-2,-4,-2,-3,-5,-6,-6,-6,-1,-3,-7,-7,9,-1,-11,0,8,-1,-5,-5,-6
1772819825.1988719,5,27,9,22,-6,7,3,-1,-3,2,2,-1,-4,-1,-2,-5,-6,-6,-6,-1,-4,-7,-8,10,-1,-11,-1,8,-3,-5,-6,-7
1772819825.200825,5,25,8,21,-7,7,4,-2,-3,3,3,-1,-4,-1,-1,-5,-6,-6,-5,-1,-4,-6,-7,11,0,-12,-1,9,-5,-4,-7,-7
1772819825.202778,5,23,8,20,-7,7,6,-3,-3,3,3,-1,-4,-2,-2,-6,-6,-6,-5,-1,-3,-6,-7,12,1,-12,-1,10,-7,-3,-8,-7
1772819825.2047312,5,21,7,18,-7,7,7,-4,-2,3,4,-1,-4,-3,-2,-6,-7,-7,-5,-1,-3,-5,-6,12,1,-11,-1,11,-7,-1,-8,-6
1772819825.2066844,5,19,6,16,-7,6,7,-5,-2,3,4,-2,-3,-4,-3,-7,-8,-8,-4,-2,-2,-4,-4,13,2,-10,0,11,-6,0,-8,-5
1772819825.2086375,5,18,5,14,-7,5,8,-5,-2,2,4,-2,-3,-5,-4,-8,-9,-9,-4,-2,-2,-3,-3,12,3,-8,0,12,-4,2,-7,-3
1772819825.2105906,4,16,5,11,-6,4,7,-5,-1,2,3,-3,-3,-6,-4,-9,-10,-9,-4,-3,-1,-2,-2,12,3,-7,0,12,-1,3,-6,-2
1772819825.2125437,4,15,4,9,-5,3,7,-5,-1,2,2,-3,-2,-7,-5,-9,-11,-10,-3,-4,-1,-1,0,10,3,-5,0,12,1,4,-5,0
1772819825.2144969,3,14,4,8,-4,2,6,-4,0,2,2,-4,-1,-8,-6,-10,-12,-11,-3,-5,0,0,1,9,2,-4,0,12,4,4,-4,1
1772819825.21645,3,14,4,7,-2,2,5,-3,0,1,1,-4,0,-8,-7,-10,-13,-11,-3,-6,0,0,1,7,1,-3,0,11,7,3,-2,3
1772819825.218403,3,14,4,6,0,2,4,-2,1,1,0,-4,0,-8,-7,-10,-13,-11,-2,-7,0,1,2,5,0,-2,0,10,9,2,-1,4
1772819825.2203562,3,13,5,7,1,2,3,-1,2,1,-2,-4,1,-8,-7,-10,-13,-11,-2,-8,-1,2,2,3,-1,-2,-1,8,11,1,0,5
1772819825.2223094,4,13,5,8,3,2,2,1,2,0,-3,-4,2,-8,-7,-10,-13,-10,-1,-9,-1,2,2,1,-3,-2,-2,7,12,-1,1,6
1772819825.2242625,4,12,6,10,4,3,0,2,3,0,-4,-4,3,-7,-7,-10,-13,-9,-1,-10,-1,3,1,0,-4,-2,-3,5,12,-2,1,7
1772819825.2262156,4,11,6,11,5,3,0,3,4,-1,-5,-4,4,-7,-7,-10,-13,-8,0,-10,-1,4,1,-1,-6,-2,-4,3,12,-4,2,7
1772819825.2281687,5,10,6,13,6,3,-1,4,4,-1,-6,-4,5,-6,-7,-9,-12,-7,1,-10,-2,4,1,-2,-7,-3,-5,0,12,-4,2,7
1772819825.2301219,5,9,6,15,6,3,-2,5,5,-2,-7,-3,6,-5,-6,-8,-11,-6,2,-10,-2,5,0,-2,-8,-3,-6,-2,11,-5,1,7
1772819825.232075,5,8,6,16,6,3,-2,6,5,-2,-7,-3,7,-4,-6,-8,-10,-4,3,-9,-2,6,0,-1,-9,-4,-7,-3,10,-5,1,7
1772819825.234028,5,6,6,17,5,3,-2,6,5,-2,-7,-2,8,-4,-5,-7,-9,-3,4,-9,-2,6,0,0,-10,-4,-9,-5,9,-4,0,6
1772819825.2359812,4,5,5,17,4,3,-3,6,6,-2,-7,-2,9,-3,-4,-6,-8,-2,4,-8,-2,6,-1,1,-10,-5,-10,-6,8,-4,-2,6
1772819825.2379344,4,4,5,16,3,3,-3,6,6,-3,-7,-1,10,-2,-3,-5,-7,-1,5,-7,-2,7,-1,2,-11,-6,-11,-7,7,-2,-3,5
1772819825.2398875,3,3,4,15,2,2,-4,5,6,-2,-6,0,10,-1,-3,-4,-6,-1,5,-6,-1,7,-1,3,-11,-6,-12,-7,7,-1,-4,5
1772819825.2418406,2,2,3,13,1,2,-4,4,6,-2,-5,0,10,0,-2,-3,-5,0,5,-5,-1,7,-1,4,-10,-7,-13,-6,6,0,-6,4
1772819825.2437937,1,2,3,11,-1,1,-5,4,6,-2,-4,1,10,1,-1,-3,-5,0,5,-4,-1,7,-1,5,-9,-7,-13,-4,6,0,-7,4
1772819825.2457469,0,2,2,9,-2,0,-6,3,6,-2,-3,1,10,1,0,-2,-4,-1,4,-4,-1,7,-1,6,-8,-7,-12,-2,6,1,-8,3
1772819825.2477,-1,3,1,7,-3,0,-6,2,5,-2,-2,1,9,2,0,-2,-4,-1,4,-4,-1,6,-1,7,-7,-7,-11,1,6,1,-8,3
1772819825.249653,-2,3,0,5,-3,-1,-7,1,5,-2,-1,1,8,2,1,-1,-4,-1,3,-4,-1,5,-1,7,-5,-6,-10,4,6,2,-8,3
1772819825.2516062,-2,4,0,4,-4,-2,-7,0,4,-2,0,1,7,2,1,-1,-4,-2,2,-4,-1,5,-1,7,-3,-6,-8,7,6,2,-8,2
1772819825.2535594,-3,5,-1,3,-4,-2,-7,-1,3,-2,1,1,6,2,2,-1,-4,-2,1,-5,-2,4,-1,7,-1,-5,-6,10,6,1,-7,2
1772819825.2555125,-3,5,-2,3,-3,-3,-6,-1,3,-1,3,1,5,2,2,0,-4,-3,0,-5,-3,3,-1,6,0,-5,-4,12,5,1,-6,1
1772819825.2574656,-3,5,-2,4,-3,-3,-5,-2,2,-1,4,0,3,2,3,0,-4,-3,-1,-6,-3,2,-2,5,1,-5,-2,13,4,1,-5,1
1772819825.2594187,-2,5,-3,4,-3,-3,-4,-2,1,-1,5,0,2,2,3,0,-4,-3,-1,-6,-4,1,-2,4,2,-5,-1,14,3,0,-4,0
1772819825.2613719,-2,4,-3,6,-2,-3,-3,-2,1,0,6,0,2,3,4,1,-4,-3,-2,-6,-5,0,-2,3,2,-5,-1,13,1,-1,-4,-1
1772819825.263325,-1,3,-3,7,-2,-3,-1,-2,1,0,7,1,1,3,5,1,-3,-3,-2,-5,-5,0,-3,3,2,-6,-1,12,-1,-2,-3,-2
1772819825.265278,-1,2,-3,8,-2,-3,1,-2,1,1,8,1,1,4,6,2,-2,-3,-1,-5,-5,-1,-3,2,2,-7,-1,10,-3,-3,-3,-2
1772819825.2672312,-1,1,-3,8,-1,-2,2,-1,1,2,9,2,0,4,8,2,-1,-2,-1,-4,-6,-1,-4,2,1,-8,-2,7,-5,-3,-3,-3
